 MetaGene Prediction Results

# Chromosome dna:chromosome chromosome:ASM80076v1:Chromosome:1:4558660:1 REF
# gc = 0.508047
# bacteria
1	98	+	2	3.88023	partial (lack 5'-end)
337	2799	+	0	189.882	complete
2801	3733	+	0	62.4645	complete
3734	5020	+	0	112.17	complete
5373	5534	+	0	0.52542	complete
5683	6459	-	0	65.3194	complete
6529	7911	-	0	57.2398	complete
8238	9191	+	0	95.0184	complete
9306	9893	+	0	41.8823	complete
9928	10494	-	0	65.5184	complete
10643	11356	-	0	45.379	complete
11382	11786	-	0	23.9863	complete
12163	14079	+	0	175.897	complete
14168	15298	+	0	79.7197	complete
15445	16557	+	0	19.0333	complete
16751	16903	-	0	2.82585	complete
17489	18655	+	0	65.7779	complete
18715	19620	+	0	47.4097	complete
19811	20314	-	0	8.80694	complete
20815	21078	-	0	14.2416	complete
21407	22348	+	0	57.2869	complete
22391	25207	+	0	239.852	complete
25207	25701	+	0	45.487	complete
25826	26275	+	0	41.5464	complete
26277	27227	+	0	99.478	complete
27293	28207	+	0	68.7412	complete
28374	29195	+	0	75.8547	complete
29624	30799	+	0	87.0811	complete
30817	34038	+	0	357.922	complete
34086	34265	-	0	3.05694	complete
34300	34695	+	0	17.0122	complete
34781	35371	-	0	30.3279	complete
35377	36270	-	0	84.4454	complete
36271	37839	-	0	68.3926	complete
37898	39115	-	0	118.543	complete
39244	40386	-	0	119.624	complete
40417	41931	-	0	91.5173	complete
42367	43173	+	0	76.2398	complete
43188	44129	+	0	73.9107	complete
44180	45466	+	0	120.435	complete
45463	45750	+	0	28.8692	complete
45807	47138	+	0	78.5351	complete
47303	47776	+	0	40.6946	complete
47769	49631	+	0	195.804	complete
49688	50302	+	0	37.2224	complete
50380	51222	-	0	60.2826	complete
51229	51606	-	0	17.0481	complete
51609	52430	-	0	63.1572	complete
52427	53416	-	0	80.6914	complete
53416	54702	-	0	112.845	complete
54755	57109	-	0	155.288	complete
57364	58179	+	0	64.5007	complete
58474	59124	+	0	14.4582	complete
59121	59279	+	0	4.34552	complete
59687	60346	-	0	44.3908	complete
60358	63264	-	0	289.544	complete
63429	65780	-	0	165.671	complete
65855	66550	-	0	71.6427	complete
66835	68337	-	0	123.083	complete
68348	70048	-	0	104.266	complete
70336	71265	+	0	32.0597	complete
71351	72115	+	0	43.4889	complete
72229	72927	-	0	32.2284	complete
72911	74521	-	0	122.066	complete
74497	75480	-	0	84.209	complete
75644	77299	-	0	102.675	complete
77639	78799	+	0	39.7273	complete
78848	79453	-	0	60.7217	complete
79464	80864	-	0	136.871	complete
80867	81958	-	0	108.255	complete
81958	83529	-	0	152.15	complete
84368	85312	+	0	30.9089	complete
85630	87354	+	0	106.406	complete
87357	87848	+	0	36.6395	complete
88061	89032	+	0	75.2832	complete
89634	90092	+	0	23.0117	complete
90094	91035	+	0	84.171	complete
91032	91397	+	0	16.1337	complete
91413	93179	+	0	129.27	complete
93238	94653	+	0	124.414	complete
94650	96008	+	0	112.015	complete
96002	97084	+	0	98.6179	complete
97087	98403	+	0	114.082	complete
98403	99647	+	0	92.8563	complete
99644	100711	+	0	66.3526	complete
100765	102240	+	0	119.659	complete
102233	103153	+	0	60.4737	complete
103155	103985	+	0	53.3236	complete
103982	105244	+	0	94.8053	complete
105305	106456	+	0	120.839	complete
106557	107474	+	0	66.3567	complete
107630	108217	+	0	14.7864	complete
108279	110984	+	0	296.617	complete
111044	111433	+	0	31.2907	complete
111856	112599	-	0	52.1026	complete
112599	113219	-	0	41.8686	complete
113444	114487	+	0	69.9385	complete
114522	115724	-	0	67.54	complete
115714	117099	-	0	53.3665	complete
117109	117549	-	0	39.4277	complete
117752	118687	-	0	84.59	complete
118733	119284	+	0	29.1358	complete
119281	120135	+	0	50.9223	complete
120178	121551	-	0	110.818	complete
122092	122856	+	0	56.7093	complete
123017	125680	+	0	243.562	complete
125695	127587	+	0	174.399	complete
127879	129336	+	0	148.223	complete
129407	131260	-	0	34.6751	complete
131615	134212	+	0	237.569	complete
134340	134750	+	0	44.6401	complete
134788	135582	-	0	76.1388	complete
135598	136464	-	0	56.9643	complete
136570	136878	-	0	26.1582	complete
137083	138633	+	0	119.981	complete
138835	141225	-	0	169.24	complete
141419	141967	+	0	62.6062	complete
142008	142670	-	0	48.5281	complete
142779	143705	+	0	86.3063	complete
143702	144472	+	0	49.8915	complete
144577	145017	+	0	14.278	complete
145081	146310	+	0	66.9504	complete
146314	146694	-	0	30.8619	complete
146968	147870	+	0	61.0458	complete
147944	148741	-	0	78.6258	complete
148807	149601	-	0	79.8429	complete
149715	150641	-	0	7.30237	complete
151003	151599	-	0	1.18994	complete
151626	152231	-	0	19.1937	complete
152243	152854	-	0	9.3521	complete
152829	155426	-	0	91.0961	complete
155461	156153	-	0	20.2714	complete
156299	156883	-	0	29.9438	complete
157253	157732	-	0	38.7689	complete
157729	159093	-	0	111.65	complete
159186	160112	-	0	33.9592	complete
160149	160604	-	0	44.1602	complete
160782	161486	-	0	24.6939	complete
161501	162031	-	0	25.3294	complete
162060	164534	+	0	157.411	complete
164730	167264	+	0	200.097	complete
167484	167960	+	0	28.6271	complete
167931	168770	-	0	2.8162	complete
168794	169159	-	0	13.6276	complete
169291	171063	+	0	147.055	complete
171114	171911	+	0	59.585	complete
171911	172801	+	0	59.3928	complete
172798	174780	+	0	123.734	complete
174938	176218	-	0	113.734	complete
176443	177864	+	0	98.4358	complete
177946	178290	+	0	31.2913	complete
178337	178960	-	0	46.8758	complete
178998	179798	-	0	51.5871	complete
179791	180489	-	0	62.0051	complete
180573	182090	+	0	77.927	complete
182201	182383	-	0	7.52745	complete
182370	182645	-	0	4.67426	complete
182550	183644	+	0	108.316	complete
183799	184956	+	0	79.2552	complete
185045	185431	-	0	34.5255	complete
185593	186336	-	0	33.4931	complete
186459	187283	-	0	81.0061	complete
187314	189986	-	0	161.944	complete
190048	190842	-	0	68.2197	complete
191210	191935	+	0	62.7992	complete
192193	193044	+	0	81.1796	complete
193191	193916	+	0	81.3979	complete
194208	194765	+	0	48.7225	complete
194857	196053	+	0	67.3903	complete
196311	197000	+	0	38.5927	complete
197013	197870	+	0	28.5245	complete
197882	199234	+	0	69.6491	complete
199264	201696	+	0	206.138	complete
201902	202303	+	0	39.0209	complete
202307	203332	+	0	66.5895	complete
203437	203892	+	0	30.0928	complete
203896	204684	+	0	50.8747	complete
204684	205832	+	0	88.1077	complete
205829	206425	+	0	46.1235	complete
206462	209944	+	0	302.706	complete
209957	210916	+	0	102.93	complete
211015	213156	+	0	141.199	complete
213186	213602	+	0	27.3806	complete
213667	214965	+	0	92.4526	complete
215014	215268	-	0	19.9906	complete
215261	215479	-	0	13.3615	complete
215627	216172	+	0	51.9045	complete
216169	216591	+	0	22.1367	complete
216605	217315	+	0	41.6241	complete
217515	218339	-	0	19.5305	complete
218393	220111	-	0	172.715	complete
