 MetaGene Prediction Results

# Chromosome dna:chromosome chromosome:ASM59796v1:Chromosome:1:2764699:1 REF
# gc = 0.329187
# bacteria
1	150	-	0	9.52265	partial (lack 3'-end)
993	1190	-	0	23.6515	complete
1363	3711	-	0	293.456	complete
3721	5433	-	0	226.955	complete
5506	6027	-	0	8.84894	complete
6028	6294	-	0	30.3987	complete
6646	7602	+	0	90.6117	complete
8034	10436	-	0	361.216	complete
10436	11494	-	0	169.299	complete
11874	12035	-	0	19.8877	complete
12247	12396	-	0	17.144	complete
13004	13327	-	0	40.2966	complete
13346	14080	-	0	63.0409	complete
14142	14357	-	0	9.84822	complete
14338	14502	-	0	13.6648	complete
14504	15112	-	0	27.6216	complete
15122	16000	-	0	86.9667	complete
15997	17073	-	0	125.948	complete
17073	17756	-	0	64.3121	complete
17965	19017	+	0	102.899	complete
19220	21157	+	0	232.859	complete
21311	21484	-	0	8.62916	complete
21564	22121	-	0	78.6263	complete
22248	23273	+	0	73.7259	complete
23450	23932	-	0	55.9144	complete
23934	24476	-	0	74.588	complete
24546	24935	+	0	22.3381	complete
24938	25192	-	0	18.7329	complete
25431	26357	+	0	97.5403	complete
26420	26854	-	0	40.0711	complete
26870	27907	-	0	110.918	complete
28234	28704	-	0	31.0214	complete
28720	29631	-	0	58.0819	complete
30062	30982	+	0	57.2017	complete
31122	34574	-	0	451.132	complete
35128	36366	-	0	85.2547	complete
36668	36943	-	0	41.1277	complete
37054	37566	+	0	48.67	complete
37568	37735	+	0	6.92565	complete
37875	39722	-	0	313.449	complete
39824	40015	+	0	9.21602	complete
40169	41014	-	0	97.2297	complete
41153	41767	+	0	67.75	complete
41951	43303	+	0	84.646	complete
43382	43801	-	0	31.1601	complete
44084	45103	-	0	113.838	complete
45177	46250	-	0	118.811	complete
46250	46960	-	0	48.0049	complete
47065	47862	-	0	31.4255	complete
47855	48949	-	0	151.009	complete
48962	49501	-	0	60.8057	complete
49645	49935	-	0	32.7521	complete
50088	51494	-	0	249.861	complete
51498	52790	-	0	212.336	complete
52881	53858	-	0	175.484	complete
53862	54974	-	0	172.605	complete
55145	55771	-	0	91.4604	complete
56064	56687	+	0	69.5255	complete
57169	57387	+	0	30.8832	complete
57387	59084	+	0	190.694	complete
59330	59992	-	0	104.946	complete
60125	61144	-	0	36.4501	complete
61141	62502	-	0	108.03	complete
62700	62933	+	0	12.095	complete
63170	64888	-	0	278.541	complete
64891	65157	-	0	33.3757	complete
65311	65853	-	0	63.4066	complete
65907	67079	-	0	131.208	complete
67504	68799	-	0	64.1108	complete
69249	69557	-	0	4.3874	complete
69921	70496	+	0	52.4459	complete
70511	71911	+	0	145.288	complete
71904	72710	+	0	29.6703	complete
72977	74224	-	0	185.144	complete
74246	75733	-	0	213.318	complete
75739	76305	-	0	67.5712	complete
76308	77336	-	0	160.727	complete
77329	78813	-	0	180.873	complete
78792	80981	-	0	305.186	complete
80974	81654	-	0	83.1219	complete
81647	81910	-	0	42.0848	complete
81910	82614	-	0	83.8112	complete
82618	83742	-	0	112.664	complete
83729	84220	-	0	50.0802	complete
84388	85272	+	0	134.916	complete
86136	86453	+	0	41.8669	complete
87162	88124	+	0	93.9355	complete
88124	90112	+	0	120.403	complete
90102	90707	+	0	36.2788	complete
90704	90994	+	0	10.3392	complete
91531	92724	-	0	109.297	complete
93175	94392	+	0	138.184	complete
94422	94910	+	0	41.2669	complete
95065	95499	+	0	49.7793	complete
95706	99473	+	0	413.637	complete
99680	100099	-	0	31.0163	complete
100252	101262	+	0	13.8558	complete
101458	102612	+	0	111.688	complete
103140	104168	+	0	127.453	complete
104298	105431	+	0	151.164	complete
105469	105798	+	0	19.5171	complete
106036	106857	-	0	133.43	complete
106850	107653	-	0	80.8796	complete
107640	109313	-	0	141.726	complete
109300	110661	-	0	124.825	complete
110843	111781	+	0	79.3108	complete
111833	112384	-	0	53.9636	complete
112549	112764	+	0	14.4391	complete
113005	113982	-	0	119.7	complete
114431	114808	+	0	30.1803	complete
115553	116194	-	0	77.0873	complete
116191	116511	-	0	25.3465	complete
116514	118478	-	0	94.7733	complete
119821	120351	-	0	25.7789	complete
120438	120614	-	0	22.561	complete
120813	121799	+	0	114.035	complete
121880	122107	-	0	25.4012	complete
122308	122877	+	0	28.8098	complete
123364	124878	-	0	142.875	complete
125014	126372	-	0	99.3401	complete
126389	128713	-	0	255.969	complete
128932	129735	-	0	87.0756	complete
130037	131599	-	0	199.173	complete
